title,appeared,type,rank,factCount,lastActivity,exampleCount,bookCount,paperCount,numberOfUsers,numberOfJobs,githubBigQuery.repos,wikipedia.dailyPageViews
Semantic Patch Language,2006,grammarLanguage,1407,33,2022,0,0,0,896,0,120,20
CORAL,1964,pl,1408,23,2002,0,1,0,105,0,0,17
SISAL,1983,pl,1409,23,2002,0,0,0,100,0,0,16
bloom,2010,pl,1410,17,2022,0,0,0,1011,0,0,0
APT Debian,1998,packageManager,1411,12,1998,0,0,0,1010,0,0,198
djangoql,2017,pl,1412,18,2022,0,0,0,1007,0,0,0
mochi,2014,pl,1413,25,2022,1,0,0,1006,0,0,0
General feature format,2006,textDataFormat,1414,16,2006,0,0,0,260,0,0,48
koara,2016,textMarkup,1415,21,2018,0,0,0,1005,0,0,0
fe,2019,pl,1416,18,2022,0,0,2,1002,0,0,0
Oxyl,2019,pl,1417,11,2019,0,0,0,1001,0,0,0
RELAX NG,2001,grammarLanguage,1418,34,2022,3,0,0,781,0,0,152
Cirru,2012,pl,1419,45,2015,3,0,0,201,0,288,0
Nymph,2017,pl,1420,45,2022,3,0,0,192,0,0,0
Ubercode,2005,pl,1421,45,2005,3,0,0,65,0,0,9
Jsonnet,2014,dataNotation,1422,45,2022,10,0,0,2,0,190,0
Boron,2009,pl,1423,45,2009,8,0,0,1,0,0,0
ballerina-central-pm,2015,packageManager,1424,8,2015,0,0,0,1000,0,0,0
Atmel AVR instruction set,1996,isa,1425,25,2005,0,7,0,390,0,0,74
S-PLUS,1988,pl,1426,28,2006,3,0,0,390,0,0,74
Tuple space,1988,pl,1427,31,2005,3,0,0,300,0,0,56
Michigan Algorithm Decoder,1959,pl,1428,31,2002,2,0,0,140,0,0,24
WDDX,1998,pl,1429,31,2004,1,0,0,85,0,0,13
Liberty BASIC,1992,pl,1430,24,2002,1,0,0,125,0,0,21
Spec Sharp,2004,pl,1431,24,2005,1,0,0,100,0,0,16
COWSEL,1964,pl,1432,24,2002,1,0,0,60,0,0,8
Lisp Machine Lisp,1974,pl,1433,16,2002,0,0,0,125,0,0,21
muon,2019,pl,1434,33,2022,2,0,0,828,0,0,0
F-Script,2009,pl,1435,29,2022,0,0,0,379,0,0,14
Catala,2019,pl,1436,27,2022,1,0,0,962,0,0,0
TELOS,1990,pl,1437,13,2004,0,0,0,960,0,0,188
Egison,2013,pl,1438,16,2022,0,0,0,955,0,0,0
Lustre,1993,pl,1439,26,2005,1,1,0,150,0,0,26
GNU Data Language,2004,idl,1440,26,2005,0,1,0,111,0,0,18
NESL,1993,pl,1441,26,2004,0,0,3,70,0,0,10
TextMate Language,2004,grammarLanguage,1442,26,2004,1,0,0,1,0,0,0
OCL,1997,pl,1443,25,2008,3,0,0,950,0,0,186
Grace,2010,pl,1444,44,2017,2,0,0,201,0,15,0
Adobe Font Metrics,1987,application,1445,44,2018,1,0,0,200,0,0,0
Crema,2014,pl,1446,44,2015,1,0,0,99,0,0,0
Mouse,1970,pl,1447,44,2006,5,0,0,81,0,0,12
NWScript,2004,pl,1448,44,2004,3,0,0,75,0,1,11
p4p,2010,pl,1449,44,2022,1,0,0,20,0,0,0
Language Server Index Format,2019,jsonFormat,1450,44,2022,3,0,0,19,0,0,0
Hare,2020,pl,1451,44,2022,3,0,0,1,0,0,0
Ligo,2019,contractLanguage,1452,44,2022,3,0,0,1,0,0,0
HAGGIS,2010,pl,1453,39,2016,3,0,0,480,0,0,92
Bucardo,2009,application,1454,21,2023,0,0,0,933,0,0,0
Flavors,1980,pl,1455,17,2004,0,0,0,155,0,0,27
noulith,2022,pl,1456,20,2023,0,0,0,929,0,0,0
Livr,2012,dataValidationLanguage,1457,30,2022,1,0,0,339,0,0,0
QuakeC,1996,pl,1458,30,2001,1,1,0,170,0,0,30
Amiga E,1993,pl,1459,30,2002,1,0,0,90,0,0,14
JSON Query Language,2019,queryLanguage,1460,17,2022,0,0,0,924,0,0,0
BIND,2000,application,1461,11,2000,0,0,0,920,0,0,180
Potion,2007,pl,1462,22,2023,0,0,0,920,0,0,-1
spiral,2017,pl,1463,24,2022,3,0,0,920,0,0,0
Adventure Game Studio Script,2001,pl,1464,43,2018,4,0,0,201,0,674,0
C shell,1978,pl,1465,43,2002,5,0,0,116,0,0,19
Charity,1992,pl,1466,43,2005,3,0,0,111,0,10,18
MIMIC,1964,pl,1467,43,2006,1,0,0,90,0,0,14
Pawn,1998,pl,1468,43,1998,2,0,0,15,0,330,-1
dlvm,2017,ir,1469,43,2022,3,0,0,2,0,0,0
epsilon,1967,pl,1470,43,1967,3,0,0,1,0,0,0
lav-format,2004,textDataFormat,1471,43,2004,1,0,0,1,0,0,0
GraphQL Schema Definition Language,2018,idl,1472,43,2018,2,0,0,0,0,0,0
noisecraft,2021,pl,1473,16,2022,0,0,0,894,0,0,0
visdown,2016,textMarkup,1474,33,2022,1,0,0,767,0,0,0
Edge Side Includes,2001,pl,1475,18,2005,1,0,0,365,0,0,69
raptorjit,2009,pl,1476,15,2022,0,0,0,892,0,0,0
Marp,2018,textMarkup,1477,21,2023,1,0,0,888,0,0,0
eff,2012,pl,1478,18,2022,0,0,0,870,0,0,0
Linda,1986,pl,1479,19,2004,0,0,0,360,0,0,68
Yum,1999,packageManager,1480,13,2011,0,0,0,855,0,0,167
XML Metadata Interchange,2015,xmlFormat,1481,11,2015,0,0,0,851,0,0,166
CMS-2,1968,pl,1482,22,2004,0,1,0,130,0,0,22
Djot,2022,textMarkup,1483,29,2022,0,0,0,850,0,0,0
OPS5,1977,pl,1484,23,2004,1,1,0,150,0,0,26
Scribe,1980,pl,1485,23,2007,2,0,0,145,0,0,25
humanhash-hash-function,2011,hashFunction,1486,15,2022,0,0,0,834,0,0,0
Bioconductor,2001,packageManager,1487,14,2022,0,0,0,831,0,0,162
ark-lang,2014,pl,1488,17,2022,0,0,0,831,0,0,0
jayfor,2014,pl,1489,20,2022,0,0,0,831,0,0,0
RDF Schema,1998,grammarLanguage,1490,21,1998,1,0,0,825,0,0,161
DAX,2009,queryLanguage,1491,41,2012,4,3,0,401,0,0,76
Z,2012,pl,1492,42,2022,4,0,2,303,0,0,0
Kit,2012,template,1493,42,2018,2,0,0,201,0,67,0
PeopleCode,2008,pl,1494,42,2008,4,6,0,155,0,0,27
JS++,2011,pl,1495,42,2011,3,0,0,21,0,0,0
PILOT,1962,pl,1496,29,2002,2,0,0,175,0,0,31
SCRIPT markup,1999,pl,1497,29,2006,2,0,0,105,0,0,17
Yacas,1999,pl,1498,29,2015,1,0,0,81,0,0,12
Q,1991,pl,1499,29,2008,1,1,2,61,0,0,8
Kid templating language,1999,template,1500,29,2006,1,0,0,45,0,0,5
REDUCE,2011,pl,1501,29,2022,0,2,0,31,0,0,2
Flowgorithm,2014,visual,1502,17,2022,0,0,0,221,0,0,0
Pact,2016,contractLanguage,1503,29,2023,1,3,0,817,0,0,0
Acorn Atom,1980,pl,1504,14,2003,0,0,0,195,0,0,35
Sibelius,1998,pl,1505,14,2018,0,0,0,195,0,0,35
Vale,2020,pl,1506,26,2022,1,0,0,805,0,0,0
tsquery,2018,queryLanguage,1507,14,2022,1,0,0,801,0,0,0
ink-lang,2019,pl,1508,36,2022,1,0,0,512,0,0,0
SIMSCRIPT,1963,pl,1509,25,2004,0,4,0,105,0,0,17
POP-2,1967,pl,1510,20,2004,1,0,0,90,0,0,14
NixOS,2003,os,1511,11,2003,0,0,0,800,0,0,156
sixten,2014,pl,1512,14,2022,0,0,0,800,0,0,0
MACRO,1979,pl,1513,15,2006,0,0,0,800,0,0,156
oden,2016,pl,1514,20,2022,0,0,0,800,0,0,0
Family BASIC,1984,pl,1515,15,2005,0,0,0,340,0,0,64
abs,2018,pl,1516,35,2022,1,0,0,562,0,0,0
Groovy Server Pages,2008,template,1517,41,2018,2,0,0,201,0,0,0
Fun,2010,pl,1518,41,2013,1,0,0,199,0,0,0
Uniform eXchange Format,2022,dataNotation,1519,41,2022,6,0,0,50,0,0,0
HMMM,2006,assembly,1520,41,2006,1,0,0,0,0,0,0
VisualWorks,1985,pl,1521,14,2004,0,0,0,215,0,0,39
05AB1E,2015,esolang,1522,23,2022,2,0,0,790,0,0,0
Plankalkul,1948,pl,1523,28,2002,1,0,0,790,0,0,154
WATFIV,1968,pl,1524,15,2004,0,0,0,135,0,0,23
Cadence SKILL,1990,pl,1525,18,2006,0,0,0,190,0,0,34
MiniZinc,2012,pl,1526,34,2022,1,1,0,596,0,0,0
Parallax Propeller,2006,isa,1527,16,2006,0,0,0,330,0,0,62
Jank,2015,pl,1528,15,2022,0,0,0,781,0,0,0
MUSIC/SP,1972,pl,1529,16,2003,0,0,0,210,0,0,38
MXF,2004,binaryDataFormat,1530,14,2004,0,0,0,780,0,0,152
Watcom,1988,pl,1531,13,2003,0,0,0,155,0,0,27
JSLT,2017,pl,1532,23,2022,0,0,0,772,0,0,0
Oak,1991,pl,1533,18,2008,0,0,0,325,0,0,61
Berkeley DB,1994,library,1534,12,1994,0,0,0,770,0,0,150
hacspec,2018,pl,1535,40,2022,1,0,0,219,0,0,0
manool,2018,pl,1536,40,2022,3,0,0,67,0,0,0
Judoscript,2001,pl,1537,40,2007,5,0,0,40,0,0,4
parasail,2009,pl,1538,40,2012,2,0,0,21,0,0,0
ArchieML,2015,dataNotation,1539,40,2015,2,0,0,1,0,0,0
Finite State Language,2016,pl,1540,40,2016,3,0,0,0,0,0,0
Soy,2008,template,1541,40,2008,4,0,0,0,0,0,0
Airtable,2012,application,1542,16,2022,0,0,0,766,0,0,149
Deb file format,2003,binaryDataFormat,1543,11,2003,0,0,0,765,0,0,149
GraphML,2001,xmlFormat,1544,27,2006,1,0,0,320,0,0,60
Umka,2020,pl,1545,14,2022,0,0,0,758,0,0,0
pie-lang,2018,pl,1546,22,2022,0,0,0,758,0,0,0
Go!,2003,pl,1547,37,2003,1,0,2,445,0,0,85
StarLogo,2008,pl,1548,13,2011,0,0,0,150,0,0,26
Morfik,2000,pl,1549,15,2010,0,0,0,150,0,0,26
Numbers,2007,application,1550,11,2007,0,0,0,755,0,0,147
astro,2016,pl,1551,30,2022,0,0,0,750,0,4,0
multicodec,2015,standard,1552,15,2022,0,0,0,749,0,0,0
AmigaBASIC,1985,pl,1553,14,2005,0,0,0,125,0,0,21
XPL,1967,pl,1554,17,2004,0,0,0,125,0,0,21
MSX BASIC,1984,pl,1555,15,2003,0,0,0,115,0,0,19
Facelets,2005,template,1556,28,2008,1,0,0,160,0,0,28
ToonTalk,1995,pl,1557,28,2022,0,0,0,133,0,0,11
TOM object-oriented,1999,pl,1558,28,2007,1,0,0,60,0,0,8
RSS,1999,protocol,1559,28,1999,1,0,0,20,0,0,0
Note,2012,dataNotation,1560,28,2017,2,0,0,13,0,0,0
CHIP-8,1970,pl,1561,17,2004,0,0,0,715,0,0,139
Property Specification Language,2004,pl,1562,17,2004,1,0,0,170,0,0,30
HAL/S,1972,assembly,1563,18,2003,0,0,0,170,0,0,30
Thue,2004,esolang,1564,39,2004,3,0,0,145,0,0,25
GEL Genius,1997,pl,1565,39,2009,3,0,0,91,0,0,14
silk,2019,pl,1566,39,2022,3,0,0,73,0,0,0
Augeas,2007,pl,1567,39,2022,0,0,0,66,0,293,9
Claro,2021,pl,1568,39,2022,3,0,0,8,0,0,0
Vely,2022,pl,1569,39,2022,1,0,0,1,0,0,0
Business Basic,1970,pl,1570,21,2004,0,3,0,115,0,0,19
PBASIC,1988,pl,1571,21,2005,1,0,0,80,0,0,12
KRC,1981,pl,1572,21,2002,0,0,0,70,0,0,10
QUEL,1976,queryLanguage,1573,24,2003,2,0,0,185,0,0,33
Casio BASIC,2006,pl,1574,24,2006,2,0,0,150,0,0,26
TRAC,1964,pl,1575,24,2003,0,2,0,85,0,0,13
Vvvv,1998,application,1576,23,2022,0,0,0,696,0,0,135
Structured text,2019,pl,1577,10,2019,0,0,0,695,0,0,135
BLAKE,2012,hashFunction,1578,11,2012,0,0,0,685,0,0,133
partiql,2019,queryLanguage,1579,21,2022,0,0,0,684,0,0,0
OpenType Feature File,1996,application,1580,38,2018,1,0,0,200,0,0,0
Fjölnir,1986,pl,1581,38,2005,3,0,0,105,0,0,17
Nice,2006,pl,1582,38,2006,2,0,0,66,0,0,9
z80,1976,assembly,1583,38,1976,3,0,0,50,0,0,0
JSON Graph Spec,2013,jsonFormat,1584,38,2022,1,0,0,17,0,0,0
owen-lang,2019,pl,1585,38,2022,3,0,0,13,0,0,0
Zot,2015,pl,1586,38,2017,1,0,0,3,0,0,0
Sublime Syntax Test Lang,2008,grammarLanguage,1587,38,2008,1,0,0,1,0,0,0
verifpal,2019,pl,1588,38,2022,3,0,0,1,0,0,0
StruQL,1999,queryLanguage,1589,38,1999,3,0,0,0,0,0,0
Yedalog,2015,queryLanguage,1590,38,2015,3,0,0,0,0,0,0
Coco,2010,pl,1591,15,2014,0,0,0,650,0,0,0
pikelet,2017,pl,1592,17,2022,0,0,0,643,0,0,0
forest-lang,2017,pl,1593,14,2022,0,0,0,638,0,0,0
k-framework,2013,grammarLanguage,1594,20,2022,0,0,0,638,0,0,0
Standard Portable Intermediate Representation,2014,ir,1595,10,2014,0,0,0,280,0,0,52
scribble,1997,pl,1596,37,2022,1,0,0,395,0,0,0
Sketchpad,1962,pl,1597,10,1963,0,0,0,625,0,0,121
Newsqueak,1990,pl,1598,17,2009,0,0,0,115,0,0,19
hazel,2016,pl,1599,32,2022,1,0,0,578,0,0,0
Li-Chen Wang,1976,pl,1600,16,2002,0,0,0,155,0,0,27
Janus,1982,pl,1601,27,2016,1,0,0,75,0,0,11
NeXML format,2007,xmlFormat,1602,27,2022,0,0,0,70,0,0,2
Basic-256,2007,pl,1603,27,2014,2,0,0,65,0,0,9
XOTcl,2000,pl,1604,27,2004,2,0,0,55,0,0,7
JSL,1989,pl,1605,27,1989,5,0,0,0,0,0,0
[x]it!,2022,dataNotation,1606,21,2022,1,0,0,619,0,0,0
Metalang99,2021,pl,1607,18,2022,0,0,0,616,0,0,0
Hodor,2015,esolang,1608,36,2022,2,0,0,412,0,0,0
popr,2012,pl,1609,37,2022,3,0,0,217,0,0,0
Wavefront Material,1988,application,1610,37,2017,2,0,0,200,0,0,0
Alma,2014,pl,1611,37,2021,1,0,0,174,0,0,0
IBM i Control Language,1993,pl,1612,37,2014,1,0,0,110,0,0,18
Battlestar,2014,pl,1613,37,2022,2,0,0,86,0,0,0
kai,2016,pl,1614,37,2020,4,0,0,73,0,0,0
Toi,2015,pl,1615,37,2021,1,0,0,57,0,0,5
BANCStar,1996,pl,1616,37,2007,1,0,0,55,0,0,7
BuddyScript,2002,pl,1617,37,2009,4,0,0,35,0,0,3
latino,2015,pl,1618,37,2022,2,0,0,16,0,0,0
fizz,2017,pl,1619,37,2017,3,0,0,1,0,0,0
BALGOL,1959,pl,1620,37,1959,6,0,0,0,0,0,0
Linux Kernel Module,1996,application,1621,37,1996,2,0,0,0,0,0,0
LOLA,1991,pl,1622,37,1991,1,0,0,0,0,0,0
net-format,2006,textDataFormat,1623,37,2006,1,0,0,0,0,0,0
BASIC-PLUS,1975,pl,1624,17,2004,0,0,0,100,0,0,16
VSXu,2004,visual,1625,27,2022,0,0,0,614,0,0,12
lemon,2017,pl,1626,18,2022,0,0,0,608,0,0,0
Lucidchart,2008,application,1627,16,2022,0,0,0,606,0,0,117
Information Processing Language,1954,pl,1628,18,2003,0,0,0,270,0,0,50
Hush,2021,pl,1629,16,2022,0,0,0,605,0,0,0
co-dfns,2012,pl,1630,19,2022,0,0,0,602,0,0,0
Strongtalk,1994,pl,1631,23,2006,0,0,0,126,0,0,21
Joule,1996,pl,1632,23,2004,1,0,0,95,0,0,15
Euler,1965,pl,1633,18,2004,0,0,0,125,0,0,21
RubyGems,2018,packageManager,1634,17,2022,0,0,0,591,0,0,114
MultiDimensional eXpressions,1997,queryLanguage,1635,18,1997,1,0,0,590,0,0,114
httplang,2015,pl,1636,17,2021,0,0,0,583,0,0,0
VisSim,1989,pl,1637,14,2005,0,0,0,195,0,0,35
IBM POWER Instruction Set Architecture,1998,isa,1638,16,2017,0,0,0,260,0,0,48
ldpl,2019,pl,1639,36,2022,3,0,0,199,0,0,0
pointless,2020,pl,1640,36,2022,1,0,0,147,0,0,0
JSON Lines,2013,dataNotation,1641,36,2022,1,0,0,146,0,0,0
FaCT,2017,pl,1642,36,2022,1,0,1,126,0,0,0
MDL,1971,pl,1643,36,2004,1,2,0,115,0,0,19
zenscript,2014,pl,1644,36,2022,1,0,0,107,0,8,0
Gödel (Goedel),1992,pl,1645,36,2004,1,0,0,95,0,0,15
parenthetic,2012,esolang,1646,36,2022,1,0,0,93,0,0,0
cor,2016,pl,1647,36,2022,2,0,0,63,0,0,0
OEM,1995,schema,1648,36,1995,3,0,0,50,0,0,6
UCG,2017,dataNotation,1649,36,2022,1,0,0,38,0,0,0
Invisible XML,2020,grammarLanguage,1650,36,2022,1,0,0,35,0,0,0
Xidoc,2021,textMarkup,1651,36,2022,1,0,0,35,0,0,0
Project Mentat,2016,queryLanguage,1652,36,2022,3,0,0,33,0,0,0
Velocity Template Language,2000,template,1653,36,2000,1,0,0,20,0,4,0
Conceptual,2019,pl,1654,36,2021,1,0,0,10,0,0,0
Aime,2013,pl,1655,36,2013,1,0,0,1,0,0,0
GAML,1991,pl,1656,36,1991,2,0,0,0,0,3,0
Bro,1994,pl,1657,35,2022,0,0,0,426,0,149,41
myia,2017,pl,1658,16,2022,0,0,0,570,0,0,0
YARV,2007,vm,1659,13,2007,0,0,0,145,0,0,25
ASDF,2015,pl,1660,16,2022,0,0,0,569,0,0,0
Geany,2005,editor,1661,17,2022,0,0,0,566,0,0,109
Forsyth-Edwards Notation,1883,notation,1662,14,1883,2,0,0,565,0,0,109
Algebraic modeling language,1980,pl,1663,16,2007,0,0,0,120,0,0,20
Analytical engine,1837,computingMachine,1664,13,2011,0,0,0,550,0,0,106
Mangle,2022,pl,1665,13,2022,0,0,0,550,0,0,0
multiaddr,2014,schema,1666,17,2022,0,0,0,550,0,0,0
MyBB,2002,pl,1667,16,2011,0,0,0,250,0,0,46
RAPID,1994,pl,1668,16,2010,0,0,0,250,0,0,46
FRACTRAN,1996,esolang,1669,18,2007,0,0,0,250,0,0,46
HP Time-Shared BASIC,1969,pl,1670,15,2005,0,0,0,85,0,0,13
Coco/R,1990,grammarLanguage,1671,20,2004,0,0,0,96,0,0,15
NELIAC,1958,pl,1672,20,2004,0,0,0,45,0,0,5
psyche-c,2016,compiler,1673,19,2022,0,0,0,544,0,0,0
RTL/2,1972,pl,1674,26,2010,1,0,0,45,0,0,5
Zope,1999,application,1675,9,1999,0,0,0,540,0,0,104
STOS BASIC,1988,pl,1676,13,2005,0,0,0,135,0,0,23
Sibilant,2010,pl,1677,15,2020,0,0,0,538,0,0,0
Function block diagram,2001,pl,1678,10,2001,0,0,0,535,0,0,103
OpenEXR,1999,binaryDataFormat,1679,11,1999,0,0,0,535,0,0,103
Gwion,2016,pl,1680,22,2022,0,0,0,535,0,0,0
BPML,2002,pl,1681,14,2006,0,0,0,240,0,0,44
micro-mitten,2020,pl,1682,16,2022,0,0,0,532,0,0,0
Lil,2022,pl,1683,33,2023,2,0,0,461,0,0,0
JSON lambda,2017,queryLanguage,1684,20,2022,1,0,0,527,0,0,0
fleck,2019,pl,1685,17,2022,1,0,0,521,0,0,0
TriG syntax,2007,dataNotation,1686,35,2007,1,0,0,285,0,0,53
cat,2016,pl,1687,35,2022,3,0,0,216,0,0,0
DataWeave,2014,pl,1688,35,2017,1,0,0,200,0,9,0
Easytrieve,1969,pl,1689,35,2009,1,0,0,125,0,0,21
Lite-C,2007,pl,1690,35,2007,3,0,0,86,0,0,13
dyvil,2014,pl,1691,35,2022,2,0,0,63,0,0,0
Draco,1987,pl,1692,35,2004,2,0,2,50,0,0,6
File Oriented Interpretive Language,1967,pl,1693,35,2004,1,0,0,45,0,0,5
M2001,2001,pl,1694,35,2004,1,0,0,45,0,0,5
Zimbu,2009,pl,1695,35,2022,2,0,0,26,0,0,1
Promela,1997,pl,1696,35,1997,3,0,0,20,0,21,0
Z-flat,2021,pl,1697,35,2021,1,0,0,17,0,0,0
Incipit,2021,textMarkup,1698,35,2021,1,0,0,9,0,0,0
Mscgen,2016,textMarkup,1699,35,2016,1,0,0,1,0,0,0
Picat,2012,pl,1700,35,2022,3,0,0,1,0,0,0
Explorer,2020,visual,1701,35,2020,1,0,0,0,0,0,0
orca-pl,2018,esolang,1702,17,2022,0,0,0,507,0,0,0
CBOR,2013,binaryDataFormat,1703,15,2022,0,0,0,501,0,0,96
Text Adventure Development System,1988,application,1704,22,2022,0,0,0,166,0,0,29
A#,2004,pl,1705,19,2005,0,0,0,230,0,0,42
topshell,2018,pl,1706,15,2022,0,0,0,499,0,0,0
Textadept,2007,editor,1707,14,2023,0,0,0,492,0,0,0
AIMMS,1993,pl,1708,21,2011,0,0,0,225,0,0,41
LinearML,2010,pl,1709,18,2014,0,0,0,487,0,0,0
Cone,2017,pl,1710,24,2022,0,1,0,486,0,0,0
Boomerang Decompiler,2002,decompiler,1711,14,2022,0,0,0,477,0,0,0
N-Triples,2014,dataNotation,1712,23,2014,1,0,0,475,0,0,91
COMIT,1957,pl,1713,25,2004,0,3,0,100,0,0,16
Basic4ppc,2005,pl,1714,25,2009,1,0,0,75,0,0,11
hakaru,2014,pl,1715,34,2022,1,0,0,388,0,0,0
Rouge,2012,pl,1716,34,2021,0,0,0,264,0,12,0
cuneiform,2015,pl,1717,34,2022,2,0,0,250,0,0,0
World of Warcraft Addon Data,2012,application,1718,34,2016,2,0,0,200,0,0,0
tao3d,2003,pl,1719,34,2022,1,0,0,193,0,0,0
Caché ObjectScript,1997,pl,1720,34,2005,4,1,0,115,0,0,19
elena,2013,pl,1721,34,2019,2,0,0,107,0,0,0
Sophia,2018,contractLanguage,1722,34,2022,3,0,0,101,0,0,0
Document Structure Description,2000,xmlFormat,1723,34,2000,1,0,0,61,0,0,8
Breccia,2019,textMarkup,1724,34,2021,1,0,0,2,0,0,0
Atomese,2007,pl,1725,34,2007,3,0,0,1,0,0,0
Jevko,2021,dataNotation,1726,34,2021,1,0,0,1,0,0,0
mint,2018,pl,1727,34,2022,2,0,0,1,0,0,0
Goal,2022,pl,1728,34,2022,1,0,0,0,0,0,0
Manchester syntax,2006,dataNotation,1729,34,2006,2,0,0,0,0,0,0
Maude,1990,pl,1730,34,1990,0,0,23,0,0,0,0
WMLScript,1998,pl,1731,15,2011,0,0,0,120,0,0,20
april,2017,pl,1732,12,2022,0,0,0,473,0,0,0
plam,2017,pl,1733,16,2022,0,0,0,466,0,0,0
POPLOG,1992,pl,1734,18,2002,0,0,0,85,0,0,13
Quicken Interchange Format,2000,textDataFormat,1735,12,2000,0,0,0,465,0,0,89
quicklisp-pm,2010,packageManager,1736,19,2022,0,0,0,463,0,0,0
Executive Systems Problem Oriented Language,1967,pl,1737,20,2004,1,0,0,105,0,0,17
Color BASIC,1980,pl,1738,20,2005,1,0,0,85,0,0,13
QtScript,2008,pl,1739,14,2008,0,0,0,155,0,0,27
Interchange File Format,1985,binaryDataFormat,1740,11,1985,0,0,0,460,0,0,88
Bython,2016,pl,1741,30,2022,2,0,0,457,0,0,0
Tao,2020,pl,1742,22,2022,1,2,0,448,0,0,0
HuJSON,2019,dataNotation,1743,26,2022,3,0,0,447,0,0,0
Kal,2012,pl,1744,28,2014,1,0,0,447,0,0,0
Visual Objects,1994,pl,1745,14,2012,0,0,0,115,0,0,19
THEOS,1977,pl,1746,12,1977,0,0,0,205,0,0,37
titan,2017,pl,1747,15,2022,0,0,0,446,0,0,0
STON,2012,application,1748,32,2022,1,0,0,416,0,0,0
bamboo,2016,pl,1749,17,2022,0,0,1,443,0,0,0
Wu,2018,pl,1750,14,2022,0,0,0,441,0,0,0
LC-3,2003,pl,1751,16,2007,0,0,0,440,0,0,84
mirth,2019,pl,1752,14,2022,0,0,0,439,0,0,0
dedukti,2009,pl,1753,33,2022,3,0,0,211,0,0,0
Uniface,1994,pl,1754,33,2005,2,1,0,196,0,0,35
tangledown,2011,template,1755,33,2022,1,0,0,38,0,0,0
Pod6,2019,textMarkup,1756,33,2022,1,0,0,10,0,0,0
Fuzuli,2012,pl,1757,33,2020,1,0,0,8,0,0,0
Topaz,2021,pl,1758,33,2021,1,0,0,2,0,0,0
concurnas,2018,pl,1759,33,2018,3,0,0,1,0,0,0
PML,1986,textMarkup,1760,33,1986,1,0,0,1,0,0,0
tremor-query,2019,queryLanguage,1761,33,2019,3,0,0,0,0,0,0
Austral,2018,pl,1762,21,2023,1,0,0,434,0,0,0
Turbo-Basic XL,1985,pl,1763,14,2005,0,0,0,80,0,0,12
stoneknifeforth,2008,pl,1764,13,2022,0,0,0,433,0,0,0
minikanren,2013,pl,1765,21,2022,0,0,0,430,0,0,0
PTX,2009,assembly,1766,21,2009,1,0,0,116,0,0,19
FL,1989,pl,1767,21,2004,0,0,0,90,0,0,14
Jeeves,2013,pl,1768,14,2018,0,0,0,427,0,0,0
MAGMA,1993,pl,1769,24,2022,0,0,0,151,0,0,26
TAL,2008,pl,1770,24,2008,0,0,0,105,0,0,17
ASIC,1992,pl,1771,24,2005,1,0,0,100,0,0,16
Zeek,1994,pl,1772,24,2022,0,0,0,1,0,17,0
infusion-framework,2007,framework,1773,16,2022,0,0,0,423,0,0,0
buzz,2021,pl,1774,26,2022,0,0,0,423,0,0,0
Pyrex,2002,pl,1775,19,2005,0,0,0,141,0,0,24
AUTOCODER,1955,assembly,1776,17,2005,0,0,0,95,0,0,15
ulisp,2016,pl,1777,17,2022,1,0,0,419,0,0,0
KUKA Robot Language,2010,pl,1778,17,2016,0,0,0,200,0,0,36
Structured Query Reporter,1980,pl,1779,32,2005,3,2,0,330,0,0,62
orange,2014,pl,1780,32,2018,1,0,0,102,0,0,0
reforth,2013,pl,1781,32,2022,1,0,0,100,0,0,0
Heron,2016,pl,1782,32,2022,3,0,0,70,0,0,0
taf,2012,pl,1783,32,2022,3,0,0,63,0,0,0
Blacklight,2015,pl,1784,32,2022,1,0,0,59,0,0,0
jiyu,2019,pl,1785,32,2020,1,0,0,58,0,0,0
gura,2012,pl,1786,32,2022,1,0,0,41,0,0,0
Visual Tool Markup Language,1997,pl,1787,32,2006,1,0,0,40,0,0,4
CEEMAC,1980,pl,1788,32,2011,1,0,0,35,0,0,3
swizzle,2018,esolang,1789,32,2022,1,0,0,29,0,0,0
hoon,2011,pl,1790,32,2011,1,0,0,1,0,3,0
Filterscript,2012,pl,1791,32,2012,1,0,0,0,0,0,0
xTAO Modeling Language,2005,xmlFormat,1792,32,2005,1,0,0,0,0,0,0
MessagePack,2009,binaryDataFormat,1793,16,2022,0,0,0,411,0,0,78
t2b,2018,pl,1794,16,2022,0,0,0,403,0,0,0
pipelines,2018,pl,1795,17,2022,0,0,0,396,0,0,0
Links,2006,pl,1796,27,2022,0,0,5,395,0,0,-1
multibase,2016,standard,1797,16,2022,0,0,0,393,0,0,0
Model 204,1972,pl,1798,16,2004,0,0,0,130,0,0,22
Matrix protocol,2014,protocol,1799,7,2014,0,0,0,390,0,0,74
Notation3,1998,dataNotation,1800,22,2008,1,0,0,390,0,0,74
Euclid,1970,pl,1801,19,2004,0,0,0,80,0,0,12
Semantic Web Rule Language,2004,xmlFormat,1802,31,2005,1,0,0,365,0,0,69
OK,2021,pl,1803,31,2022,1,0,0,177,0,0,0
ELFE,2003,pl,1804,31,2021,1,0,0,118,0,0,0
Parlog,1983,pl,1805,31,2011,1,4,0,50,0,0,6
CSpydr,2021,pl,1806,31,2022,1,0,0,40,0,0,0
Ripple,2014,pl,1807,31,2017,1,0,0,4,0,0,0
maraca-lang,2018,pl,1808,31,2021,1,0,0,2,0,0,0
